"도로명","링크아이디","시점명","종점명","거리","차선수","평균속도","좌표"
"광나루로","1030010700","상원삼거리","치과의사회관앞","593","3","30.075452276945725","LINESTRING(204607.741063 450144.196937, 204674.051373 450125.171489, 204729.824176 450108.810868, 204820.796529 450061.974981, 204955.115693 449990.778795, 205008.216432 449964.545135, 205150.759639 449911.337402)"
"광나루로","1030010800","치과의사회관앞","상원삼거리","594","3","30.201181147593445","LINESTRING(205154.956107 449922.579717, 205012.984546 449975.57407, 204960.584368 450001.461627, 204826.353117 450072.611215, 204734.299802 450120.00362, 204677.395031 450136.696297, 204611.050523 450155.731558)"
"광나루로","1030012100","성동교남단","상원삼거리","732","3","28.326763784882232","LINESTRING(203889.676961 450220.951283, 203965.671449 450208.295298, 204057.971254 450220.490577, 204186.557104 450234.555741, 204270.269372 450233.11047, 204367.004327 450211.751105, 204607.77472 450144.187386)"
"광나루로","1030012200","상원삼거리","성동교남단","734","3","28.984903865847414","LINESTRING(204611.016865 450155.741108, 204369.921365 450223.396057, 204271.680676 450245.087893, 204186.006076 450246.567042, 204056.532734 450232.404802, 203965.875624 450220.426566, 203891.648269 450232.788257)"
"광나루로","1040009400","광남중고교입구","올림픽대교북단","430","3","54.65208588549667","LINESTRING(208524.275269 449016.329642, 208532.734128 449008.272917, 208598.856243 448945.294256, 208687.019168 448861.322606, 208739.52187 448811.318323, 208823.71746 448708.639411)"
"광나루로","1040009500","올림픽대교북단","광남중고교입구","431","3","27.929459509408602","LINESTRING(208832.996723 448716.248306, 208748.332766 448819.498405, 208695.295178 448870.01212, 208629.173169 448932.990681, 208563.051055 448995.969343, 208532.821776 449024.761519)"
"광나루로","1040010400","올림픽대교북단교차로","광남중고교입구","80","1","39.21488044034818","LINESTRING(208466.612014 449071.251579, 208524.275269 449016.329642)"
"광나루로","1040010500","광남중고교입구","올림픽대교북단교차로","80","1","22.20552980190732","LINESTRING(208532.821776 449024.761519, 208474.888235 449079.940892)"
"광나루로","1040011400","광장자이아파트","올림픽대교북단교차로","219","3","26.699449628776243","LINESTRING(208328.264322 449241.705308, 208369.612218 449190.738554, 208410.960113 449139.7718, 208466.090641 449071.816127)"
"광나루로","1040011500","올림픽대교북단교차로","광장자이아파트","219","3","32.77777944988479","LINESTRING(208475.409608 449079.376343, 208434.061712 449130.343097, 208392.713816 449181.309851, 208337.583288 449249.265524)"
"광나루로","1040012600","구의시장","광장자이아파트","397","3","31.671067660330262","LINESTRING(208011.647125 449464.834952, 208101.277267 449432.771068, 208187.818613 449390.637472, 208214.28261 449369.027325, 208328.453274 449241.483623)"
"광나루로","1040012700","광장자이아파트","구의시장","403","3","23.776759424603174","LINESTRING(208337.394336 449249.487209, 208222.598549 449377.729257, 208194.326979 449400.815444, 208105.938649 449443.848265, 208015.6891 449476.133733)"
"광나루로","1040012800","구의사거리","구의시장","477","3","24.702680483550946","LINESTRING(207537.949032 449507.245772, 207702.061712 449494.90556, 207929.978279 449480.028089, 207960.083345 449478.013267, 208012.179605 449464.671912)"
"광나루로","1040012900","구의시장","구의사거리","479","3","22.868245143689197","LINESTRING(208015.156621 449476.296773, 207961.988574 449489.912602, 207930.769765 449492.001963, 207702.902448 449506.876219, 207538.848815 449519.211991)"
"광나루로","1040013000","어린이대공원역","구의사거리","1035","3","23.366439780145928","LINESTRING(206551.600165 449748.024466, 206614.024111 449726.490452, 206634.15961 449716.394914, 206764.864087 449636.020298, 206824.032853 449597.615623, 206906.131707 449575.067527, 206963.017832 449558.952546, 207039.020424 449541.188195, 207245.456084 449525.195206, 207538.031401 449507.240148)"
"광나루로","1040013100","구의사거리","어린이대공원역","1032","3","22.309749095942145","LINESTRING(207538.766446 449519.217615, 207246.287104 449537.166783, 207040.860109 449553.081628, 206966.020402 449570.574174, 206909.356148 449586.626302, 206829.005285 449608.69432, 206771.274594 449646.165584, 206640.002668 449726.889144, 206618.690421 449737.57468, 206555.513436 449759.368465)"
"광나루로","1040013400","화양삼거리","어린이대공원역","334","3","25.204288018433182","LINESTRING(206229.108783 449833.01584, 206347.913688 449812.312086, 206386.02081 449804.108502, 206431.271591 449789.163968, 206551.615752 449748.019113)"
"광나루로","1040013500","어린이대공원역","화양삼거리","336","3","27.598688292050692","LINESTRING(206555.497849 449759.373818, 206435.094345 449800.538961, 206389.174152 449815.704576, 206350.207393 449824.09322, 206231.168936 449844.837675)"
"광나루로","1040013600","화양사거리","화양삼거리","270","3","25.725949892793142","LINESTRING(205961.617161 449863.832081, 205994.86215 449864.48754, 206229.339806 449832.980203)"
"광나루로","1040013700","화양삼거리","화양사거리","272","3","17.60674232750896","LINESTRING(206230.937913 449844.873312, 205995.546945 449876.503374, 205961.380615 449875.82975)"
"광나루로56길","1040008800","광남중고교입구","강변역","499","3","29.005057923707117","LINESTRING(208686.745626 448869.734089, 208401.095414 448559.863331, 208376.549903 448530.823833, 208367.982846 448527.562056, 208337.714284 448525.140571)"
"광나루로56길","1040008900","강변역","광남중고교입구","509","3","18.12080188332053","LINESTRING(208357.132094 448482.989716, 208402.124579 448535.086279, 208409.531096 448551.30962, 208695.56872 448861.600638)"
"광운로","1070021100","광운대역","광운대입구","689","2","17.8314511968766","LINESTRING(205311.327282 458164.231845, 205296.393688 458152.708241, 205260.988464 458102.806041, 205246.724332 458071.734383, 205236.775263 458041.844073, 205228.42173 458005.938478, 205222.147931 457969.145119, 205205.643803 457931.732992, 205117.815886 457767.75024, 205043.490766 457616.503271, 205025.002587 457584.100368, 205009.795969 457572.081708, 204996.887566 457561.684135)"
"광운로","1070021200","광운대입구","광운대역","696","2","17.123928227406555","LINESTRING(204998.399179 457548.306038, 205017.154233 457562.601886, 205034.270955 457576.13021, 205054.097179 457610.878208, 205128.493223 457762.269501, 205216.438206 457926.470828, 205233.727248 457965.662226, 205240.19077 458003.568232, 205248.336947 458038.582557, 205257.903319 458067.32312, 205271.425479 458096.778534, 205305.143571 458144.302793, 205318.658281 458154.731505)"
"광운로","1100010900","인덕대학입구","광운대역","836","1","24.368688228046597","LINESTRING(204992.271647 458777.365094, 205030.371899 458769.300761, 205049.640299 458768.362442, 205111.115857 458758.032338, 205176.458665 458750.604574, 205259.755163 458711.053269, 205285.190256 458635.374867, 205295.971405 458581.334571, 205300.119351 458507.747414, 205297.972037 458339.523777, 205300.281607 458269.759746, 205309.011335 458159.010194)"
"광운로","1100011000","광운대역","인덕대학입구","846","1","25.995706493215568","LINESTRING(205320.974228 458159.953157, 205312.265988 458270.4301, 205309.974572 458339.645783, 205312.123665 458508.008814, 205307.904828 458582.853617, 205296.808693 458638.472777, 205269.506229 458719.707269, 205179.800125 458762.302019, 205112.789 458769.919427, 205050.930887 458780.313814, 205031.848367 458781.243081, 205000.539893 458787.948448)"
"광평로","1220008000","일원터널","일원역","1031","2","34.160455717165895","LINESTRING(206675.047734 442972.142679, 206698.429455 442860.843536, 206729.385767 442706.855728, 206741.111874 442677.541657, 206756.575736 442650.999097, 206776.412068 442626.858498, 206801.617162 442603.668022, 206833.367225 442584.221108, 206866.704792 442570.727331, 206894.089222 442563.980442, 206944.889323 442563.980442, 207417.395156 442646.908184)"
"광평로","1220008100","일원역","일원터널","999","3","27.020211565540198","LINESTRING(207415.281071 442658.720493, 206953.620591 442575.48984, 206914.329887 442577.871095, 206883.770451 442585.014859, 206850.957237 442601.801274, 206822.729281 442621.149119, 206799.581099 442644.079616, 206780.746675 442667.000905, 206766.366859 442691.68278, 206758.369028 442715.038778, 206725.813885 442869.177928, 206686.138633 442976.724377)"
"광평로","1220010000","수서역","일원역","1691","3","29.36203147401434","LINESTRING(208991.078763 443111.451649, 208808.048886 443043.981929, 208778.022687 443027.999474, 208749.205241 443008.185394, 208572.4137 442851.279821, 208537.781664 442820.37373, 208506.921081 442800.966376, 208478.767668 442788.084634, 208455.827297 442782.119452, 208432.902556 442778.442544, 208406.39174 442778.877786, 208168.093383 442789.522817, 208140.739126 442788.04554, 208113.632283 442783.706526, 207415.281071 442658.720493)"
"광평로","1220010100","일원역","수서역","1693","2","24.723030145929343","LINESTRING(207417.395156 442646.908184, 208115.637846 442771.874795, 208142.014536 442776.096932, 208168.149321 442777.508351, 208406.025416 442766.882183, 208433.760851 442766.426836, 208458.293062 442770.361567, 208482.804787 442776.735347, 208512.636583 442790.385043, 208545.021273 442810.750865, 208580.391448 442842.315681, 208756.615639 442998.717721, 208784.261267 443017.726091, 208812.966029 443033.005167, 208995.229267 443100.192284)"
"광평로","1220013200","광평교","수서역","720","3","27.260355854774705","LINESTRING(209662.578993 443371.354329, 209288.765159 443223.170449, 208991.045846 443111.439406)"
"광평로","1220013300","수서역","광평교","724","3","27.67155939580133","LINESTRING(208995.262183 443100.204527, 209293.084235 443211.974127, 209669.963021 443361.376999)"
"구로동로","1160005300","남구로역","대륭포스트타워5차","365","2","19.111480254736303","LINESTRING(189925.506356 442841.399718, 189929.299895 442802.355496, 189978.887632 442665.035591, 190018.456212 442591.083219, 189986.569503 442500.466888)"
"구로동로","1160005400","대륭포스트타워5차","남구로역","374","2","19.3199966077829","LINESTRING(189997.152857 442493.05854, 190031.578158 442591.994879, 189989.878765 442669.929669, 189941.098022 442805.014823, 189937.450114 442842.560174)"
"구로동로","1160007100","구로2동주민센터","남구로역","660","2","18.621618151561698","LINESTRING(189739.488016 443464.114126, 189788.982627 443217.388636, 189914.587417 442846.077296, 189928.13785 442836.995788)"
"구로동로","1160007200","남구로역","구로2동주민센터","650","2","21.990242327508962","LINESTRING(189934.81862 442846.964104, 189924.650099 442853.779052, 189800.596709 443220.504165, 189751.253611 443466.474375)"
"구로동로","1160008900","고대구로병원","구로2동주민센터","285","2","20.092476406490018","LINESTRING(189685.881463 443743.602945, 189695.35445 443703.748901, 189722.249206 443565.960768, 189732.348952 443493.486746, 189739.540323 443463.878135)"
"구로동로","1160009000","구로2동주민센터","고대구로병원","285","2","16.347007360471068","LINESTRING(189751.201304 443466.710367, 189744.151382 443495.736598, 189734.089375 443567.939809, 189707.085519 443706.286886, 189697.556198 443746.377936)"
"구로동로","1160010700","유엔미아파트","고대구로병원","292","2","21.46322536642345","LINESTRING(189613.004413 444023.172928, 189615.959169 443966.677804, 189620.539591 443934.292208, 189632.714404 443893.520019, 189686.063481 443742.986189)"
"구로동로","1160010800","고대구로병원","유엔미아파트","288","2","28.509834557411676","LINESTRING(189697.37418 443746.994692, 189644.126161 443897.243368, 189632.295342 443936.863556, 189627.915117 443967.833673, 189624.988034 444023.799684)"
"구로동로","1160012300","NC백화점","유엔미아파트","569","2","24.721743343573987","LINESTRING(189599.326289 444592.000152, 189604.562395 444205.314701, 189613.002658 444023.208516)"
"구로동로","1160012400","유엔미아파트","NC백화점","569","2","19.02152767377112","LINESTRING(189624.989789 444023.764096, 189616.558632 444205.673826, 189611.325189 444592.162629)"
"구로중앙로","1160009300","구로구청구의회","이화우성아파트","645","3","21.69864684939836","LINESTRING(190166.446446 443981.603237, 190331.619957 443716.257364, 190530.342365 443449.215322)"
"구로중앙로","1160009400","이화우성아파트","구로구청구의회","644","3","21.244589981758836","LINESTRING(190539.969277 443456.379299, 190341.544223 443723.021759, 190176.63393 443987.94478)"
"구로중앙로","1160011900","구로초교","구로구청구의회","449","3","26.092410906298003","LINESTRING(189909.403129 444348.780052, 189935.650955 444320.267471, 190166.582019 443981.395169)"
"구로중앙로","1160012000","구로구청구의회","구로초교","451","3","29.266609887032764","LINESTRING(190176.498357 443988.152849, 189945.0735 444327.749752, 189918.231793 444356.907456)"
"구로중앙로","1160012700","구로자이나인스에비뉴","구로초교","211","2","24.027893281169995","LINESTRING(189724.407573 444446.595986, 189766.435741 444419.949038, 189813.518222 444396.442803, 189889.270092 444362.123476, 189910.468826 444347.865136)"
"구로중앙로","1160012800","구로초교","구로자이나인스에비뉴","211","2","34.75301759312596","LINESTRING(189917.166097 444357.822372, 189895.135427 444372.640275, 189818.676178 444407.28008, 189772.344004 444430.41172, 189730.833207 444456.730641)"
"구로중앙로","1160013700","NC백화점","구로자이나인스에비뉴","189","3","38.97940624199949","LINESTRING(189600.70341 444588.255939, 189641.923509 444538.449312, 189683.952651 444481.490815, 189707.154439 444459.074168, 189724.101591 444446.803472)"
"구로중앙로","1160013800","구로자이나인스에비뉴","NC백화점","186","3","23.102870287698412","LINESTRING(189731.139189 444456.523154, 189714.880852 444468.295109, 189693.012517 444489.423426, 189651.381072 444545.842959, 189609.948067 444595.906842)"
"구로중앙로","1160014700","구로역","NC백화점","346","3","32.8694426203277","LINESTRING(189367.918765 444842.722734, 189429.150472 444772.034453, 189466.996325 444724.984154, 189601.035519 444587.886868)"
"구로중앙로","1160014800","NC백화점","구로역","345","3","21.102921370967742","LINESTRING(189609.615958 444596.275912, 189475.982775 444732.957924, 189438.363893 444779.726051, 189376.989032 444850.579594)"
"구로중앙로","1160015900","오금교동측","구로역","645","3","18.93801228078597","LINESTRING(188925.511387 445311.134546, 188971.789717 445264.939325, 189060.281671 445174.134578, 189150.062334 445072.691044, 189368.098026 444842.52486)"
"구로중앙로","1160016000","구로역","오금교동측","645","3","26.25073808723758","LINESTRING(189376.80977 444850.777467, 189158.913795 445080.796161, 189069.076802 445182.303341, 188980.32596 445273.373744, 188933.989039 445319.62745)"
"구리암사대교","1240028900","용마T/G","암사IC(북측)","1149","3","42.53901466493856","LINESTRING(211070.2665 452889.7046, 211117.441289 452847.264831, 211128.752426 452836.320534, 211174.576332 452790.576893, 211255.064935 452707.616773, 211288.12249 452673.099576, 211341.921964 452612.268225, 211366.358717 452582.639331, 211384.14868 452561.661481, 211412.431669 452523.276816, 211467.158665 452446.716426, 211501.100017 452399.130601, 211555.044762 452321.556604, 211695.738116 452118.874078, 211725.222208 452075.87794, 211761.184472 452023.541606, 211781.955079 451992.682736)"
"구리암사대교","1240029000","암사IC(북측)","용마T/G","1152","3","41.84023784722221","LINESTRING(211791.9101 451999.3833, 211771.1073 452030.29, 211735.115616 452082.669148, 211705.6154 452125.6888, 211564.899668 452328.403563, 211510.911143 452406.040518, 211476.924587 452453.689718, 211422.1437 452530.3255, 211393.5661 452569.11, 211375.564 452590.338, 211351.0479 452620.0631, 211296.953697 452681.227703, 211263.7046 452715.9449, 211183.1221 452799.0018, 211137.164 452844.8794, 211125.629 452856.0403, 211078.2922 452898.6258)"
"구의강변로","1040007600","구남초교","동서울호텔","326","2","20.6037136296723","LINESTRING(208225.131925 448636.721198, 208132.213386 448447.391443, 208116.602052 448409.993582, 208104.408406 448366.285593, 208099.686433 448337.19868)"
"구의강변로","1040007700","동서울호텔","구남초교","323","2","13.799263368855605","LINESTRING(208111.531366 448335.275772, 208116.146386 448363.703866, 208127.961486 448406.054962, 208143.146715 448442.432064, 208235.904503 448631.434274)"
"구천면로","1040011800","광진교북단","광진교남단","1415","1","27.531296098950328","LINESTRING(209669.549172 449604.289195, 210028.009131 449462.698488, 210236.029311 449381.586128, 210613.567888 449236.385298, 210745.457271 449183.578725, 210988.171412 449090.227198)"
"구천면로","1040011900","광진교남단","광진교북단","1415","2","34.45347727854583","LINESTRING(210992.479158 449101.427346, 210749.841543 449194.74944, 210617.95208 449247.556045, 210240.362837 449392.776361, 210032.393119 449473.869045, 209673.957686 449615.450064)"
"구천면로","1040013200","광진교북단교차로","광진교북단","328","2","28.33747878264209","LINESTRING(209355.832596 449693.535145, 209468.639067 449677.97822, 209504.303823 449666.824762, 209669.549172 449604.289195)"
"구천면로","1040013300","광진교북단","광진교북단교차로","331","2","22.84170351702509","LINESTRING(209673.957686 449615.450064, 209508.279078 449678.154695, 209471.267688 449689.729286, 209357.471977 449705.422636)"
"구천면로","1240011500","광진교남단","천호시장","321","2","27.221486239119304","LINESTRING(210988.171412 449090.227198, 211213.911498 449005.550147, 211243.013342 448998.378626, 211275.35954 448992.620785, 211292.832484 448992.644511)"
"구천면로","1240011600","천호시장","광진교남단","317","2","14.836348534306193","LINESTRING(211292.81619 449004.6445, 211276.411167 449004.622224, 211245.503141 449010.124061, 211217.36976 449017.056925, 210992.479158 449101.427346)"
"구천면로","1240012100","천일초교","천호시장","653","1","23.146763624871994","LINESTRING(211721.016553 449453.410283, 211527.209936 449125.47085, 211493.689367 449088.823455, 211462.45459 449062.445082, 211418.905173 449037.801298, 211374.985014 449020.118294, 211320.020432 449008.379953, 211292.019628 449004.590298)"
"구천면로","1240012200","천호시장","천일초교","664","1","18.17368778001792","LINESTRING(211294.687382 448995.87372, 211323.139555 448999.724464, 211379.563437 449011.774456, 211425.182138 449030.141322, 211470.398787 449055.72856, 211503.080715 449083.329081, 211537.964573 449121.466933, 211732.405673 449450.479972)"
"구천면로","1240014300","천호초교입구","천일초교","336","1","18.622119519649257","LINESTRING(211889.98621 449744.21382, 211839.28858 449656.96127, 211788.590951 449569.708721, 211720.994112 449453.371988)"
"구천면로","1240014400","천일초교","천호초교입구","336","1","18.21901314484127","LINESTRING(211732.428114 449450.518268, 211783.125743 449537.770818, 211833.823373 449625.023368, 211901.420212 449741.360101)"
"구천면로","1240017100","고덕삼환아파트","명일여고앞","291","1","18.617401593702","LINESTRING(213489.491905 449978.255114, 213402.323901 449977.406012, 213315.155898 449976.55691, 213198.931894 449975.424774)"
"구천면로","1240017200","명일여고앞","고덕삼환아파트","291","1","21.394371943804405","LINESTRING(213200.107115 449968.187853, 213287.275119 449969.036955, 213374.443122 449969.886057, 213490.667126 449971.018192)"
"구천면로","1240017300","한영중고교앞","고덕삼환아파트","310","1","19.097101438492064","LINESTRING(213799.327443 449978.192973, 213706.394677 449978.211701, 213613.461911 449978.230428, 213489.551557 449978.255398)"
"구천면로","1240017400","고덕삼환아파트","한영중고교앞","310","1","16.548561811955967","LINESTRING(213490.607474 449971.017908, 213583.54024 449970.99918, 213676.473006 449970.980453, 213800.38336 449970.955483)"
"구천면로","1240017700","명일역","명일여고앞","522","1","18.333409506208397","LINESTRING(212725.456209 450152.454046, 212737.643412 450155.450255, 212780.762342 450145.962446, 212911.399342 450101.866897, 212937.731709 450091.946353, 213033.145422 450005.876491, 213052.501486 449995.279976, 213077.194279 449988.921727, 213199.046167 449968.271912)"
"구천면로","1240017800","명일여고앞","명일역","527","1","17.350685355862776","LINESTRING(213199.992842 449975.340714, 213078.639038 449995.906121, 213055.889005 450001.76412, 213039.081742 450010.965289, 212943.026774 450097.613608, 212914.376435 450108.407433, 212782.921818 450152.778962, 212736.434262 450163.007997, 212721.996503 450158.910118)"
"구천면로","1240017900","강동고교입구","한영중고교앞","869","1","21.121876440092166","LINESTRING(214605.843779 450127.667939, 214582.636198 450128.517212, 214550.317448 450134.455247, 214521.177675 450143.664913, 214428.79577 450182.153476, 214400.537839 450194.250354, 214368.318844 450198.141804, 214345.994331 450197.101717, 214315.31773 450187.777159, 214299.989183 450181.666727, 214251.666774 450143.778584, 214208.926079 450112.858052, 214132.79914 450074.730775, 214119.527757 450069.00153, 214074.545321 450064.651557, 214034.231628 450044.025458, 213984.969874 450030.812004, 213849.175004 449983.311226, 213832.41559 449978.802671, 213800.797846 449978.191854)"
"구천면로","1240018000","한영중고교앞","강동고교입구","872","1","22.110179891513056","LINESTRING(213797.854622 449969.898267, 213830.940222 449970.537441, 213849.544574 449975.542314, 213985.335282 450023.041636, 214035.391967 450036.468314, 214074.800901 450056.631502, 214119.381038 450060.942572, 214134.693161 450067.552802, 214211.995665 450106.268847, 214255.713441 450137.896244, 214302.860551 450174.86287, 214316.116482 450180.147093, 214344.87509 450188.888651, 214364.700538 450189.812309, 214394.219019 450186.24703, 214420.951898 450174.803009, 214513.87893 450136.087332, 214544.238819 450126.492047, 214578.182937 450120.255377, 214606.349235 450119.11741)"
"구천면로","1240018100","명일역","천호초교입구","1008","1","19.1064372999872","LINESTRING(212721.996503 450158.910118, 212698.637637 450155.087752, 212641.278745 450145.109342, 212621.06007 450143.26443, 212501.862236 450156.821367, 212242.258979 450111.808968, 212198.097194 450100.163715, 212167.118917 450084.056179, 212149.582078 450072.271616, 212136.179568 450060.354091, 212025.391005 449929.338617, 211936.051031 449818.223177, 211890.040733 449742.189092)"
"구천면로","1240018200","천호초교입구","명일역","998","1","17.5785498671915","LINESTRING(211901.365688 449741.268158, 211946.962201 449816.618446, 212035.708305 449926.995267, 212145.849767 450057.245497, 212158.007491 450068.056158, 212174.31102 450079.01195, 212203.506592 450094.192546, 212245.876977 450105.365416, 212503.274714 450149.995402, 212621.984196 450136.494008, 212643.913244 450138.494987, 212701.693298 450148.546665, 212724.992704 450152.359301)"
"구천면로","1240018300","주공6단지","강동고교입구","668","1","17.99283682155658","LINESTRING(215266.932439 450189.045844, 214878.077629 450117.106763, 214852.827597 450114.303284, 214605.843779 450127.667939)"
"구천면로","1240018400","강동고교입구","주공6단지","669","1","19.592212949628777","LINESTRING(214606.349235 450119.11741, 214852.559041 450105.242535, 214879.238182 450108.204686, 215268.520084 450180.22278)"
"국제금융로","1180019800","여의도한양아파트앞","성모병원앞","332","3","14.31925264016897","LINESTRING(194062.061225 446706.916458, 194249.67702 446475.228366, 194246.318583 446441.380914)"
"국제금융로","1180019900","성모병원앞","여의도한양아파트앞","340","2","17.069293418778805","LINESTRING(194258.259944 446440.196059, 194261.604054 446473.899112, 194071.47424 446714.35925)"
"국제금융로","1180023000","수정아파트입구","여의도한양아파트앞","307","3","17.74935778289811","LINESTRING(193874.30652 446949.951738, 193930.620441 446877.057135, 193986.934362 446804.162533, 194062.01959 446706.969729)"
"국제금융로","1180023100","여의도한양아파트앞","수정아파트입구","307","2","24.789345598118278","LINESTRING(194071.515875 446714.305979, 194015.201954 446787.200582, 193958.888033 446860.095185, 193883.802805 446957.287988)"
"국제금융로","1180026600","한국거래소","수정아파트입구","322","3","31.73944310035842","LINESTRING(193675.878098 447203.884379, 193735.412741 447127.696714, 193794.947384 447051.50905, 193874.326909 446949.925497)"
"국제금융로","1180026700","수정아파트입구","한국거래소","322","2","25.153666042626732","LINESTRING(193883.782417 446957.314229, 193824.247773 447033.501894, 193764.71313 447109.689559, 193685.333606 447211.273112)"
"국제금융로","1180030200","여의도환승센터","한국거래소","366","3","22.038575572836663","LINESTRING(193452.430897 447494.306534, 193519.456768 447407.190578, 193586.482639 447320.074623, 193675.850466 447203.920015)"
"국제금융로","1180030300","한국거래소","여의도환승센터","366","3","27.197277089733745","LINESTRING(193685.361237 447211.237476, 193618.335366 447298.353432, 193551.309495 447385.469388, 193461.941668 447501.623996)"
"국회대로","1140022100","화곡고가사거리","신월IC","1277","2","36.2733006672427","LINESTRING(186640.310335 447618.486537, 186614.894002 447627.23294, 186301.482695 447561.509262, 186104.799255 447520.690181, 185872.533394 447471.907748, 185631.86908 447421.139207, 185410.392967 447375.36167, 185401.008153 447358.640364)"
"국회대로","1140024900","양동초교입구","화곡고가사거리","194","3","26.257748655913975","LINESTRING(186821.394593 447647.903962, 186811.556447 447658.028628, 186652.868385 447633.69495, 186640.554787 447618.531457)"
